chromosome,read interval,reads,length of read,result,status
chr1,"(7272107, 7272118)",1,11,['MinDist3:22846'],['F3']
chr1,"(7272120, 7272130)",1,10,['MinDist3:22859'],['F3']
chr1,"(7272286, 7272298)",1,12,['MinDist3:23025'],['F3']
chr1,"(7272467, 7272479)",1,12,['MinDist3:23206'],['F3']
chr1,"(7272535, 7272548)",1,13,['MinDist3:23274'],['F3']
chr1,"(7273557, 7273570)",2,13,['MinDist3:24296'],['F3']
chr1,"(7273559, 7273571)",1,12,['MinDist3:24298'],['F3']
chr1,"(7273632, 7273645)",3,13,['MinDist3:24371'],['F3']
chr1,"(7273661, 7273673)",1,12,['MinDist3:24400'],['F3']
chr1,"(7274170, 7274183)",1,13,['MinDist3:24909'],['F3']
chr1,"(7274494, 7274506)",2,12,['MinDist3:25233'],['F3']
chr1,"(7275654, 7275668)",1,14,['MinDist3:26393'],['F3']
chr1,"(7276561, 7276575)",1,14,['MinDist3:27300'],['F3']
chr1,"(7277151, 7277168)",2,17,['MinDist3:27890'],['F3']
chr1,"(7279129, 7279145)",1,16,['MinDist3:29868'],['F3']
chr1,"(7279538, 7279548)",1,10,['MinDist3:30277'],['F3']
chr1,"(7281249, 7281260)",1,11,['MinDist3:31988'],['F3']
chr1,"(7281979, 7281990)",1,11,['MinDist3:32718'],['F3']
chr1,"(7282691, 7282703)",1,12,['MinDist3:33430'],['F3']
chr1,"(7283058, 7283072)",1,14,['MinDist3:33797'],['F3']
chr1,"(7285477, 7285488)",1,11,['MinDist3:36216'],['F3']
chr1,"(7286953, 7286973)",1,20,['MinDist3:37692'],['F3']
chr1,"(7287423, 7287433)",1,10,['MinDist3:38162'],['F3']
chr1,"(7289146, 7289159)",1,13,['MinDist3:39885'],['F3']
chr1,"(7291667, 7291677)",1,10,['MinDist3:42406'],['F3']
chr1,"(7291893, 7291906)",1,13,['MinDist3:42632'],['F3']
chr1,"(7292834, 7292845)",2,11,['MinDist5:43181'],['F5']
chr1,"(7293760, 7293771)",1,11,['MinDist5:42255'],['F5']
chr1,"(7295180, 7295193)",1,13,['MinDist5:40833'],['F5']
chr1,"(7295728, 7295740)",1,12,['MinDist5:40286'],['F5']
chr1,"(7298813, 7298824)",1,11,['MinDist5:37202'],['F5']
chr1,"(7299277, 7299288)",1,11,['MinDist5:36738'],['F5']
chr1,"(7299411, 7299424)",1,13,['MinDist5:36602'],['F5']
chr1,"(7299531, 7299542)",3,11,['MinDist5:36484'],['F5']
chr1,"(7299551, 7299562)",1,11,['MinDist5:36464'],['F5']
chr1,"(7301179, 7301190)",1,11,['MinDist5:34836'],['F5']
chr1,"(7307621, 7307632)",1,11,['MinDist5:28394'],['F5']
chr1,"(7310901, 7310911)",1,10,['MinDist5:25115'],['F5']
chr1,"(7311516, 7311528)",1,12,['MinDist5:24498'],['F5']
chr1,"(7313031, 7313048)",1,17,['MinDist5:22978'],['F5']
chr1,"(7315731, 7315743)",1,12,['MinDist5:20283'],['F5']
chr1,"(7316183, 7316194)",1,11,['MinDist5:19832'],['F5']
chr1,"(7316674, 7316685)",1,11,['MinDist5:19341'],['F5']
chr1,"(7317762, 7317772)",1,10,['MinDist5:18254'],['F5']
chr1,"(7318116, 7318128)",1,12,['MinDist5:17898'],['F5']
chr1,"(7318884, 7318894)",1,10,['MinDist5:17132'],['F5']
chr1,"(7319100, 7319116)",1,16,['MinDist5:16910'],['F5']
chr1,"(7320150, 7320162)",1,12,['MinDist5:15864'],['F5']
chr1,"(7320418, 7320432)",2,14,['MinDist5:15594'],['F5']
chr1,"(7321882, 7321895)",1,13,['MinDist5:14131'],['F5']
chr1,"(7322146, 7322158)",1,12,['MinDist5:13868'],['F5']
chr1,"(7322291, 7322303)",1,12,['MinDist5:13723'],['F5']
chr1,"(7322747, 7322772)",1,25,['MinDist5:13254'],['F5']
chr1,"(7322762, 7322772)",1,10,['MinDist5:13254'],['F5']
chr1,"(7323836, 7323848)",1,12,['MinDist5:12178'],['F5']
chr1,"(7324523, 7324534)",1,11,['MinDist5:11492'],['F5']
chr1,"(7324951, 7324969)",1,18,['MinDist5:11057'],['F5']
chr1,"(7327278, 7327297)",1,19,['MinDist5:8729'],['F5']
chr1,"(7330179, 7330192)",1,13,['MinDist5:5834'],['F5']
chr1,"(7331269, 7331280)",1,11,['MinDist5:4746'],['F5']
chr1,"(7333244, 7333253)",2,9,['MinDist5:2773'],['F5']
chr1,"(7334039, 7334060)",1,21,['MinDist5:1966'],['F5']
chr1,"(7334369, 7334384)",1,15,['MinDist5:1642'],['F5']
chr1,"(7337447, 7337459)",3,12,['MinDist3:1291'],['F3']
chr1,"(7337579, 7337593)",1,14,['MinDist3:1423'],['F3']
chr1,"(7338550, 7338562)",1,12,['MinDist3:2394'],['F3']
chr1,"(7340657, 7340669)",1,12,['MinDist3:4501'],['F3']
chr1,"(7341303, 7341314)",1,11,['MinDist3:5147'],['F3']
chr1,"(7343147, 7343159)",3,12,['MinDist3:6991'],['F3']
chr1,"(7346432, 7346443)",1,11,['MinDist3:10276'],['F3']
chr1,"(7346822, 7346834)",1,12,['MinDist3:10666'],['F3']
chr1,"(7348273, 7348284)",1,11,['MinDist3:12117'],['F3']
chr1,"(7348956, 7348968)",1,12,['MinDist3:12800'],['F3']
chr1,"(7349475, 7349487)",1,12,['MinDist3:13319'],['F3']
chr1,"(7349840, 7349850)",1,10,['MinDist3:13684'],['F3']
chr1,"(7351315, 7351330)",1,15,['MinDist3:15159'],['F3']
chr1,"(7351779, 7351790)",1,11,['MinDist3:15623'],['F3']
chr1,"(7351802, 7351812)",1,10,['MinDist3:15646'],['F3']
chr1,"(7357694, 7357707)",1,13,['MinDist3:21538'],['F3']
chr1,"(7358346, 7358358)",1,12,['MinDist3:22190'],['F3']
chr1,"(7358441, 7358451)",1,10,['MinDist3:22285'],['F3']
chr1,"(7360168, 7360179)",1,11,['MinDist3:24012'],['F3']
chr1,"(7361362, 7361374)",2,12,['MinDist5:24300'],['F5']
chr1,"(7361400, 7361410)",1,10,['MinDist5:24264'],['F5']
chr1,"(7361703, 7361714)",1,11,['MinDist5:23960'],['F5']
chr1,"(7363051, 7363061)",1,10,['MinDist5:22613'],['F5']
chr1,"(7363982, 7363996)",1,14,['MinDist5:21678'],['F5']
chr1,"(7366572, 7366582)",1,10,['MinDist5:19092'],['F5']
chr1,"(7366959, 7366970)",1,11,['MinDist5:18704'],['F5']
chr1,"(7367969, 7367983)",1,14,['MinDist5:17691'],['F5']
chr1,"(7368369, 7368389)",1,20,['MinDist5:17285'],['F5']
chr1,"(7368603, 7368615)",2,12,['MinDist5:17059'],['F5']
chr1,"(7370751, 7370761)",1,10,['MinDist5:14913'],['F5']
chr1,"(7375367, 7375380)",2,13,['MinDist5:10294'],['F5']
chr1,"(7376945, 7376958)",1,13,['MinDist5:8716'],['F5']
chr1,"(7376946, 7376959)",1,13,['MinDist5:8715'],['F5']
chr1,"(7377171, 7377186)",1,15,['MinDist5:8488'],['F5']
chr1,"(7379571, 7379585)",1,14,['MinDist5:6089'],['F5']
chr1,"(7379689, 7379699)",1,10,['MinDist5:5975'],['F5']
chr1,"(7380129, 7380143)",1,14,['MinDist5:5531'],['F5']
chr1,"(7382776, 7382786)",2,10,['MinDist5:2888'],['F5']
chr1,"(7383277, 7383288)",1,11,['MinDist5:2386'],['F5']
chr1,"(7383280, 7383291)",1,11,['MinDist5:2383'],['F5']
chr1,"(7383348, 7383361)",1,13,['MinDist5:2313'],['F5']
chr1,"(7383453, 7383463)",2,10,['MinDist5:2211'],['F5']
chr1,"(7384686, 7384697)",1,11,['MinDist5:977'],['F5']
chr1,"(7385515, 7385526)",2,11,['MinDist5:148'],['F5']
chr1,"(7385539, 7385552)",1,13,['MinDist5:122'],['F5']
chr1,"(7385796, 7385806)",1,10,['Gm19002-201'],['A']
chr1,"(7387565, 7387576)",1,11,['MinDist3:879'],['F3']
chr1,"(7391054, 7391072)",1,18,['MinDist3:4368'],['F3']
chr1,"(7393184, 7393200)",1,16,['MinDist3:6498'],['F3']
chr1,"(7396437, 7396454)",1,17,['MinDist3:9751'],['F3']
chr1,"(7398021, 7398032)",1,11,['MinDist3:11335'],['F3']
chr1,"(7398050, 7398064)",1,14,['MinDist3:11364'],['F3']
chr1,"(7400328, 7400339)",1,11,['MinDist3:13642'],['F3']
chr1,"(7407203, 7407214)",1,11,['MinDist3:20517'],['F3']
chr1,"(7408491, 7408506)",1,15,['MinDist3:21805'],['F3']
chr1,"(7411983, 7411995)",1,12,['MinDist3:25297'],['F3']
chr1,"(7413473, 7413487)",2,14,['MinDist3:26787'],['F3']
chr1,"(7414273, 7414283)",1,10,['MinDist3:27587'],['F3']
chr1,"(7414463, 7414474)",1,11,['MinDist3:27777'],['F3']
chr1,"(7414647, 7414659)",8,12,['MinDist3:27961'],['F3']
chr1,"(7416743, 7416754)",1,11,['MinDist3:30057'],['F3']
chr1,"(7417247, 7417264)",9,17,['MinDist3:30561'],['F3']
chr1,"(7417732, 7417742)",1,10,['MinDist3:31046'],['F3']
chr1,"(7421497, 7421508)",1,11,['MinDist3:34811'],['F3']
chr1,"(7422699, 7422708)",1,9,['MinDist3:36013'],['F3']
chr1,"(7424126, 7424139)",1,13,['MinDist3:37440'],['F3']
chr1,"(7426374, 7426386)",2,12,['MinDist3:39688'],['F3']
chr1,"(7427127, 7427147)",1,20,['MinDist3:40441'],['F3']
chr1,"(7427912, 7427927)",1,15,['MinDist3:41226'],['F3']
chr1,"(7429362, 7429382)",1,20,['MinDist3:42676'],['F3']
chr1,"(7429466, 7429486)",1,20,['MinDist3:42780'],['F3']
chr1,"(7430100, 7430110)",1,10,['MinDist3:43414'],['F3']
chr1,"(7430768, 7430782)",1,14,['MinDist3:44082'],['F3']
chr1,"(7432761, 7432773)",1,12,['MinDist3:46075'],['F3']
chr1,"(7432798, 7432808)",1,10,['MinDist3:46112'],['F3']
chr1,"(7433023, 7433035)",2,12,['MinDist3:46337'],['F3']
chr1,"(7433248, 7433263)",1,15,['MinDist3:46562'],['F3']
chr1,"(7434827, 7434837)",1,10,['MinDist5:46065'],['F5']
chr1,"(7435503, 7435515)",1,12,['MinDist5:45387'],['F5']
chr1,"(7438036, 7438052)",1,16,['MinDist5:42850'],['F5']
chr1,"(7440004, 7440016)",1,12,['MinDist5:40886'],['F5']
chr1,"(7440603, 7440613)",1,10,['MinDist5:40289'],['F5']
chr1,"(7440926, 7440942)",1,16,['MinDist5:39960'],['F5']
chr1,"(7441051, 7441062)",1,11,['MinDist5:39840'],['F5']
chr1,"(7441832, 7441846)",1,14,['MinDist5:39056'],['F5']
chr1,"(7446957, 7446977)",1,20,['MinDist5:33925'],['F5']
chr1,"(7447802, 7447816)",1,14,['MinDist5:33086'],['F5']
chr1,"(7448680, 7448690)",1,10,['MinDist5:32212'],['F5']
chr1,"(7449115, 7449128)",2,13,['MinDist5:31774'],['F5']
chr1,"(7450698, 7450718)",1,20,['MinDist5:30184'],['F5']
chr1,"(7450734, 7450751)",1,17,['MinDist5:30151'],['F5']
chr1,"(7453565, 7453579)",1,14,['MinDist5:27323'],['F5']
chr1,"(7453883, 7453911)",1,28,['MinDist5:26991'],['F5']
chr1,"(7453927, 7453955)",1,28,['MinDist5:26947'],['F5']
chr1,"(7454177, 7454189)",1,12,['MinDist5:26713'],['F5']
chr1,"(7454672, 7454683)",1,11,['MinDist5:26219'],['F5']
chr1,"(7455343, 7455355)",1,12,['MinDist5:25547'],['F5']
chr1,"(7456498, 7456508)",1,10,['MinDist5:24394'],['F5']
chr1,"(7458536, 7458546)",1,10,['MinDist5:22356'],['F5']
chr1,"(7459655, 7459664)",1,9,['MinDist5:21238'],['F5']
chr1,"(7460094, 7460106)",1,12,['MinDist5:20796'],['F5']
chr1,"(7460346, 7460359)",1,13,['MinDist5:20543'],['F5']
chr1,"(7460394, 7460405)",1,11,['MinDist5:20497'],['F5']
chr1,"(7461894, 7461906)",1,12,['MinDist5:18996'],['F5']
chr1,"(7462002, 7462015)",1,13,['MinDist5:18887'],['F5']
chr1,"(7462608, 7462621)",1,13,['MinDist5:18281'],['F5']
chr1,"(7463449, 7463461)",1,12,['MinDist5:17441'],['F5']
chr1,"(7463652, 7463664)",1,12,['MinDist5:17238'],['F5']
chr1,"(7466500, 7466513)",2,13,['MinDist5:14389'],['F5']
chr1,"(7467239, 7467252)",1,13,['MinDist5:13650'],['F5']
chr1,"(7467657, 7467676)",1,19,['MinDist5:13226'],['F5']
chr1,"(7467779, 7467794)",1,15,['MinDist5:13108'],['F5']
chr1,"(7468222, 7468232)",1,10,['MinDist5:12670'],['F5']
chr1,"(7468624, 7468638)",1,14,['MinDist5:12264'],['F5']
chr1,"(7468966, 7468978)",1,12,['MinDist5:11924'],['F5']
chr1,"(7470168, 7470178)",3,10,['MinDist5:10724'],['F5']
chr1,"(7471031, 7471041)",2,10,['MinDist5:9861'],['F5']
chr1,"(7471541, 7471556)",4,15,['MinDist5:9346'],['F5']
chr1,"(7472066, 7472076)",1,10,['MinDist5:8826'],['F5']
chr1,"(7472146, 7472158)",1,12,['MinDist5:8744'],['F5']
chr1,"(7472703, 7472714)",1,11,['MinDist5:8188'],['F5']
chr1,"(7475399, 7475411)",1,12,['MinDist5:5491'],['F5']
chr1,"(7477280, 7477291)",1,11,['MinDist5:3611'],['F5']
chr1,"(7479917, 7479931)",1,14,['MinDist5:971'],['F5']
chr1,"(7480044, 7480054)",1,10,['MinDist5:848'],['F5']
chr1,"(7481344, 7481356)",1,12,"[['Gm18984-201', 1, 2.0]]",['I']
chr1,"(7481671, 7481688)",2,17,['MinDist5:86503'],['F5']
chr1,"(7483883, 7483894)",1,11,['MinDist3:1666'],['F3']
chr1,"(7485883, 7607586)",1,121703,[],['S']
chr1,"(7486734, 7486747)",1,13,['MinDist3:4517'],['F3']
chr1,"(7490661, 7490673)",2,12,['MinDist3:8444'],['F3']
chr1,"(7491062, 7491073)",1,11,['MinDist3:8845'],['F3']
chr1,"(7493227, 7493240)",1,13,['MinDist3:11010'],['F3']
chr1,"(7494604, 7494615)",1,11,['MinDist3:12387'],['F3']
chr1,"(7496032, 7496048)",1,16,['MinDist3:13815'],['F3']
chr1,"(7497198, 7497209)",2,11,['MinDist3:14981'],['F3']
chr1,"(7497906, 7497918)",1,12,['MinDist3:15689'],['F3']
chr1,"(7498221, 7498236)",3,15,['MinDist3:16004'],['F3']
chr1,"(7500779, 7500791)",1,12,['MinDist3:18562'],['F3']
chr1,"(7501386, 7501397)",1,11,['MinDist3:19169'],['F3']
chr1,"(7503472, 7503485)",9,13,['MinDist3:21255'],['F3']
chr1,"(7503596, 7503607)",2,11,['MinDist3:21379'],['F3']
chr1,"(7503989, 7504011)",1,22,['MinDist3:21772'],['F3']
chr1,"(7503991, 7504011)",2,20,['MinDist3:21774'],['F3']
chr1,"(7504979, 7504991)",1,12,['MinDist3:22762'],['F3']
chr1,"(7513325, 7513335)",2,10,['MinDist3:31108'],['F3']
chr1,"(7516047, 7516059)",1,12,['MinDist3:33830'],['F3']
chr1,"(7516098, 7516110)",1,12,['MinDist3:33881'],['F3']
chr1,"(7516719, 7516739)",1,20,['MinDist3:34502'],['F3']
chr1,"(7519265, 7519275)",1,10,['MinDist3:37048'],['F3']
chr1,"(7519532, 7519543)",1,11,['MinDist3:37315'],['F3']
chr1,"(7521073, 7521085)",1,12,['MinDist3:38856'],['F3']
chr1,"(7522283, 7522295)",1,12,['MinDist3:40066'],['F3']
chr1,"(7522288, 7522300)",1,12,['MinDist3:40071'],['F3']
chr1,"(7522605, 7522622)",1,17,['MinDist3:40388'],['F3']
chr1,"(7524090, 7524100)",1,10,['MinDist3:41873'],['F3']
chr1,"(7524164, 7524179)",1,15,['MinDist3:41947'],['F3']
chr1,"(7524185, 7524197)",1,12,['MinDist3:41968'],['F3']
chr1,"(7529971, 7529981)",1,10,['MinDist5:38210'],['F5']
chr1,"(7531928, 7531943)",1,15,['MinDist5:36248'],['F5']
chr1,"(7533804, 7533818)",1,14,['MinDist5:34373'],['F5']
chr1,"(7538694, 7538712)",1,18,['MinDist5:29479'],['F5']
chr1,"(7538695, 7538712)",2,17,['MinDist5:29479'],['F5']
chr1,"(7540291, 7540305)",1,14,['MinDist5:27886'],['F5']
chr1,"(7547933, 7547947)",1,14,['MinDist5:20244'],['F5']
chr1,"(7548884, 7548912)",1,28,['MinDist5:19279'],['F5']
chr1,"(7548911, 7548922)",3,11,['MinDist5:19269'],['F5']
chr1,"(7550621, 7550635)",1,14,['MinDist5:17556'],['F5']
chr1,"(7551247, 7551275)",1,28,['MinDist5:16916'],['F5']
chr1,"(7574758, 7574773)",1,15,"[['Gm30414-201', 2, 3.0]]",['I']
chr1,"(7585373, 7585387)",1,14,"[['Gm30414-201', 2, 3.0]]",['I']
chr1,"(7586633, 7586647)",1,14,['MinDist5:75222'],['F5']
chr1,"(7588765, 7588782)",1,17,['MinDist3:392'],['F3']
chr1,"(7589588, 7589599)",1,11,['MinDist3:1215'],['F3']
chr1,"(7589960, 7589974)",1,14,['MinDist3:1587'],['F3']
chr1,"(7591514, 7591528)",4,14,['MinDist3:3141'],['F3']
chr1,"(7595473, 7595489)",1,16,['MinDist3:7100'],['F3']
chr1,"(7595851, 7595867)",1,16,['MinDist3:7478'],['F3']
chr1,"(7596089, 7596100)",1,11,['MinDist3:7716'],['F3']
chr1,"(7599132, 7599145)",1,13,['MinDist3:10759'],['F3']
chr1,"(7604288, 7604300)",1,12,['MinDist3:15915'],['F3']
chr1,"(7607611, 7607622)",1,11,['MinDist3:19238'],['F3']
chr1,"(7611946, 7611957)",1,11,['MinDist3:23573'],['F3']
chr1,"(7620174, 7620188)",1,14,['MinDist3:31801'],['F3']
chr1,"(7631253, 7631265)",1,12,['MinDist5:30604'],['F5']
chr1,"(7632857, 7757749)",1,124892,[],['S']
chr1,"(7633288, 7633298)",1,10,['MinDist5:28571'],['F5']
chr1,"(7635832, 7635850)",1,18,['MinDist5:26019'],['F5']
chr1,"(7642114, 7642125)",1,11,['MinDist5:19744'],['F5']
chr1,"(7649629, 7649644)",1,15,['MinDist5:12225'],['F5']
chr1,"(7657046, 7657059)",2,13,['MinDist5:4810'],['F5']
chr1,"(7660090, 7660105)",1,15,['MinDist5:1764'],['F5']
chr1,"(7661407, 7661420)",1,13,['MinDist5:449'],['F5']
chr1,"(7661651, 7661667)",3,16,['MinDist5:202'],['F5']
chr1,"(7663120, 7663135)",1,15,['MinDist3:965'],['F3']
chr1,"(7663226, 7663239)",1,13,['MinDist3:1071'],['F3']
chr1,"(7663473, 7663488)",1,15,['MinDist3:1318'],['F3']
chr1,"(7676002, 7676025)",2,23,['MinDist3:6305'],['F3']
chr1,"(7678793, 7678805)",1,12,['MinDist3:9096'],['F3']
chr1,"(7686912, 7686926)",1,14,['MinDist3:17215'],['F3']
chr1,"(7697426, 7697438)",4,12,['MinDist3:27729'],['F3']
chr1,"(7700992, 7701009)",1,17,['MinDist3:31295'],['F3']
chr1,"(7708453, 7708466)",1,13,['MinDist5:25838'],['F5']
chr1,"(7709869, 7709881)",1,12,['MinDist5:24423'],['F5']
chr1,"(7714706, 7714725)",1,19,['MinDist5:19579'],['F5']
chr1,"(7715373, 7715384)",1,11,['MinDist5:18920'],['F5']
chr1,"(7718977, 7718991)",1,14,['MinDist5:15313'],['F5']
chr1,"(7722167, 7722183)",3,16,['MinDist5:12121'],['F5']
chr1,"(7724228, 7724242)",2,14,['MinDist5:10062'],['F5']
chr1,"(7725499, 7725511)",1,12,['MinDist5:8793'],['F5']
chr1,"(7725963, 7725974)",1,11,['MinDist5:8330'],['F5']
chr1,"(7726751, 7726772)",3,21,['MinDist5:7532'],['F5']
chr1,"(7726751, 7726764)",2,13,['MinDist5:7540'],['F5']
chr1,"(7734306, 7734319)",1,13,['Rps2-ps2-201'],['A']
chr1,"(7736597, 7736611)",1,14,['MinDist3:1412'],['F3']
chr1,"(7737365, 7737381)",1,16,['MinDist3:2180'],['F3']
chr1,"(7739994, 7740020)",1,26,['MinDist3:4809'],['F3']
chr1,"(7746939, 7746961)",1,22,['MinDist3:11754'],['F3']
chr1,"(7747756, 7747775)",1,19,['MinDist3:12571'],['F3']
chr1,"(7753980, 7753990)",1,10,['MinDist3:18795'],['F3']
chr1,"(7768780, 7768792)",1,12,['MinDist3:33595'],['F3']
chr1,"(7771793, 7771805)",1,12,['MinDist3:36608'],['F3']
chr1,"(7786304, 7786318)",1,14,['MinDist3:51119'],['F3']
chr1,"(7797040, 7797051)",1,11,['MinDist3:61855'],['F3']
chr1,"(7805541, 7805553)",1,12,['MinDist3:70356'],['F3']
chr1,"(7807765, 7807776)",1,11,['MinDist3:72580'],['F3']
chr1,"(7808053, 7808072)",2,19,['MinDist3:72868'],['F3']
chr1,"(7808410, 7808423)",1,13,['MinDist3:73225'],['F3']
chr1,"(7814636, 7814649)",1,13,['MinDist3:79451'],['F3']
chr1,"(7817159, 7817172)",2,13,['MinDist3:81974'],['F3']
chr1,"(7827002, 7827015)",1,13,['MinDist3:91817'],['F3']
chr1,"(7831668, 7831679)",1,11,['MinDist3:96483'],['F3']
chr1,"(7833927, 7833941)",1,14,['MinDist3:98742'],['F3']
chr1,"(7836443, 7836454)",1,11,['MinDist3:101258'],['F3']
chr1,"(7840245, 7840258)",1,13,['MinDist3:105060'],['F3']
chr1,"(7840750, 7840761)",1,11,['MinDist3:105565'],['F3']
chr1,"(7843069, 7843083)",1,14,['MinDist3:107884'],['F3']
chr1,"(7850062, 7850076)",1,14,['MinDist3:114877'],['F3']
chr1,"(7871148, 7871163)",2,15,['MinDist3:135963'],['F3']
chr1,"(7878692, 7878705)",1,13,['MinDist3:143507'],['F3']
chr1,"(7888175, 7888189)",1,14,['MinDist3:152990'],['F3']
chr1,"(7888987, 7889000)",1,13,['MinDist3:153802'],['F3']
chr1,"(7891327, 7891340)",1,13,['MinDist3:156142'],['F3']
chr1,"(7893700, 7893714)",1,14,['MinDist3:158515'],['F3']
chr1,"(7895237, 7895252)",1,15,['MinDist3:160052'],['F3']
chr1,"(7916164, 7916192)",1,28,['MinDist3:180979'],['F3']
chr1,"(7938460, 7938473)",1,13,['MinDist3:203275'],['F3']
chr1,"(7938460, 7938474)",1,14,['MinDist3:203275'],['F3']
chr1,"(7942356, 7942370)",1,14,['MinDist3:207171'],['F3']
chr1,"(7947092, 7947104)",1,12,['MinDist3:211907'],['F3']
chr1,"(7948203, 7948216)",1,13,['MinDist3:213018'],['F3']
chr1,"(7953840, 7953853)",1,13,['MinDist3:218655'],['F3']
chr1,"(7958712, 7958722)",1,10,['MinDist3:223527'],['F3']
chr1,"(7961549, 7961562)",1,13,['MinDist3:226364'],['F3']
chr1,"(7973708, 7973723)",1,15,['MinDist3:238523'],['F3']
chr1,"(7974478, 7974489)",1,11,['MinDist3:239293'],['F3']
chr1,"(7980072, 7980085)",1,13,['MinDist3:244887'],['F3']
chr1,"(7980301, 7980316)",5,15,['MinDist3:245116'],['F3']
chr1,"(7980411, 7980424)",2,13,['MinDist3:245226'],['F3']
chr1,"(7984183, 7984203)",1,20,['MinDist3:248998'],['F3']
chr1,"(7986809, 7986821)",2,12,['MinDist3:251624'],['F3']
chr1,"(7987912, 7987926)",1,14,['MinDist3:252727'],['F3']
chr1,"(7988740, 7988753)",1,13,['MinDist3:253555'],['F3']
chr1,"(7990297, 7990310)",1,13,['MinDist3:255112'],['F3']
chr1,"(7995184, 7995196)",1,12,['MinDist3:259999'],['F3']
chr1,"(7999590, 7999601)",1,11,['MinDist3:264405'],['F3']
chr1,"(7999615, 7999636)",1,21,['MinDist3:264430'],['F3']
chr1,"(8000095, 8000107)",1,12,['MinDist3:264910'],['F3']
chr1,"(8004377, 8004389)",1,12,['MinDist3:269192'],['F3']
chr1,"(8007661, 8007678)",1,17,['MinDist3:272476'],['F3']
chr1,"(8013942, 8013964)",1,22,['MinDist3:278757'],['F3']
chr1,"(8022465, 8022479)",1,14,['MinDist3:287280'],['F3']
chr1,"(8024945, 8024957)",1,12,['MinDist3:289760'],['F3']
chr1,"(8025274, 8025287)",1,13,['MinDist3:290089'],['F3']
chr1,"(8027811, 8027825)",1,14,['MinDist3:292626'],['F3']
chr1,"(8029463, 8029477)",1,14,['MinDist3:294278'],['F3']
chr1,"(8038435, 8038453)",1,18,['MinDist3:303250'],['F3']
chr1,"(8041235, 8041250)",2,15,['MinDist3:306050'],['F3']
chr1,"(8041557, 8041571)",1,14,['MinDist3:306372'],['F3']
chr1,"(8051036, 8051047)",1,11,['MinDist3:315851'],['F3']
chr1,"(8053167, 8053178)",2,11,['MinDist3:317982'],['F3']
chr1,"(8072722, 8072734)",4,12,['MinDist3:337537'],['F3']
chr1,"(8073985, 8074005)",1,20,['MinDist3:338800'],['F3']
chr1,"(8086392, 8086414)",1,22,['MinDist3:351207'],['F3']
chr1,"(8087347, 8087361)",1,14,['MinDist3:352162'],['F3']
chr1,"(8120429, 8120440)",1,11,['MinDist3:385244'],['F3']
chr1,"(8129048, 8129060)",1,12,['MinDist3:393863'],['F3']
chr1,"(8144856, 8144871)",1,15,['MinDist3:409671'],['F3']
chr1,"(8150051, 8150063)",1,12,['MinDist3:414866'],['F3']
chr1,"(8150823, 8150835)",1,12,['MinDist3:415638'],['F3']
chr1,"(8154064, 8154074)",1,10,['MinDist3:418879'],['F3']
chr1,"(8162653, 8162664)",1,11,['MinDist3:427468'],['F3']
chr1,"(8167272, 8167283)",1,11,['MinDist3:432087'],['F3']
chr1,"(8182514, 8182529)",1,15,['MinDist3:447329'],['F3']
chr1,"(8188134, 8188145)",2,11,['MinDist3:452949'],['F3']
chr1,"(8195638, 8195649)",2,11,['MinDist3:460453'],['F3']
chr1,"(8198610, 8198624)",1,14,['MinDist3:463425'],['F3']
chr1,"(8200079, 8200093)",35,14,['MinDist3:464894'],['F3']
chr1,"(8200079, 8200106)",1,27,['MinDist3:464894'],['F3']
chr1,"(8202397, 8202409)",1,12,['MinDist3:467212'],['F3']
chr1,"(8203141, 8203158)",1,17,['MinDist3:467956'],['F3']
chr1,"(8205784, 8205798)",1,14,['MinDist3:470599'],['F3']
chr1,"(8206018, 8206032)",1,14,['MinDist3:470833'],['F3']
chr1,"(8215976, 8420264)",1,204288,[],['S']
chr1,"(8215976, 8215989)",3,13,['MinDist3:480791'],['F3']
chr1,"(8218757, 8218768)",1,11,['MinDist3:483572'],['F3']
chr1,"(8222292, 8222307)",1,15,['MinDist3:487107'],['F3']
chr1,"(8234289, 8234301)",1,12,['MinDist3:499104'],['F3']
chr1,"(8236515, 8236530)",11,15,['MinDist3:501330'],['F3']
chr1,"(8236515, 8236534)",1,19,['MinDist3:501330'],['F3']
chr1,"(8240087, 8240105)",1,18,['MinDist3:504902'],['F3']
chr1,"(8246289, 8246302)",1,13,['MinDist3:511104'],['F3']
chr1,"(8253820, 8253832)",8,12,['MinDist3:518635'],['F3']
chr1,"(8254954, 8254966)",2,12,['MinDist3:519769'],['F3']
chr1,"(8255128, 8255143)",41,15,['MinDist3:519943'],['F3']
chr1,"(8255128, 8255146)",1,18,['MinDist3:519943'],['F3']
chr1,"(8255128, 8255148)",1,20,['MinDist3:519943'],['F3']
chr1,"(8255595, 8255609)",1,14,['MinDist3:520410'],['F3']
chr1,"(8305029, 8305043)",1,14,['MinDist3:569844'],['F3']
chr1,"(8329226, 8329241)",1,15,['MinDist5:556824'],['F5']
chr1,"(8332295, 8332305)",8,10,['MinDist5:553760'],['F5']
chr1,"(8334332, 8334344)",1,12,['MinDist5:551721'],['F5']
chr1,"(8334332, 8334351)",2,19,['MinDist5:551714'],['F5']
chr1,"(8334590, 8334601)",4,11,['MinDist5:551464'],['F5']
chr1,"(8338515, 8338526)",3,11,['MinDist5:547539'],['F5']
